Age,Items Purchased,Total Spent,Discount (%),Satisfaction Score,Warranty Extension,Gender,Region,Product Category,Payment Method,Revenue,Store Rating,Loyalty Score,Membership Status,Preferred Visit Time
62,11,264.43,23.55682222,2,1,Male,East,Television,Net Banking,499.03,4,14,0.0,Evening
38,11,350.1,14.98973253,1,0,Female,East,Accessories,Debit Card,432.74,4,11,0.0,Morning
35,1,49.72,45.02794411,1,1,Female,South,Tablet,Net Banking,182.21,4,6,0.0,Morning
54,12,468.39,5.0,3,1,Female,West,Tablet,Credit Card,1643.26,3,17,0.0,Morning
62,10,444.47,5.552513004,5,0,Male,North,Tablet,Credit Card,2290.52,3,30,0.0,Morning
49,9,265.68,23.43230039,1,0,Female,North,Television,UPI,127.39,4,8,0.0,Afternoon
53,7,293.13,20.68740738,3,0,Male,North,Tablet,UPI,806.25,4,22,0.0,Morning
34,4,65.67,43.43287158,1,0,Male,East,Accessories,Cash,98.78,4,7,1.0,Afternoon
52,12,231.62,26.83773033,4,1,Male,East,Mobile,Net Banking,1077.59,4,22,1.0,Evening
66,6,132.64,36.73551755,3,0,Female,West,Mobile,Credit Card,349.47,3,24,0.0,Evening
28,14,406.96,9.304355694,3,0,Male,East,Laptop,Credit Card,1589.73,4,27,0.0,Morning
38,2,89.2,41.07978585,1,0,Female,West,Accessories,UPI,271.92,4,7,0.0,Afternoon
69,7,189.84,31.01648176,1,0,Male,East,Accessories,UPI,193.98,4,7,0.0,Afternoon
43,2,75.82,42.41765165,1,0,Female,West,Tablet,Cash,46.75,3,6,1.0,Afternoon
21,10,398.26,10.17399968,3,1,Female,East,Laptop,UPI,1125.94,3,23,1.0,Evening
51,8,284.13,21.58689409,3,0,Female,East,Accessories,UPI,758.58,3,26,0.0,Morning
69,8,220.03,27.99722489,3,1,Female,South,Accessories,Cash,485.84,3,19,0.0,Evening
65,1,35.2,46.4803133,1,0,Female,South,Accessories,UPI,-63.21,3,9,1.0,Afternoon
35,13,350.73,14.92691553,5,0,Female,South,Television,UPI,1620.11,3,29,0.0,Evening
57,8,143.48,35.65153532,5,0,Male,West,Accessories,UPI,355.43,3,33,0.0,Morning
52,2,99.5,40.05037215,1,1,Male,West,Television,Net Banking,163.44,3,1,0.0,Morning
58,6,116.71,38.32916847,3,0,Female,West,Accessories,Credit Card,406.04,4,16,1.0,Morning
46,13,227.92,27.20814854,1,0,Male,West,Mobile,Debit Card,384.34,3,7,0.0,Afternoon
69,1,45.75,45.42514238,2,0,Female,South,Television,Credit Card,72.29,3,20,0.0,Evening
46,5,127.82,37.21789343,3,1,Male,North,Television,Net Banking,399.33,4,17,0.0,Afternoon
55,11,415.36,8.463566498,5,0,Female,East,Tablet,Debit Card,1952.02,3,23,0.0,Morning
59,7,185.61,31.43935962,2,0,Male,East,Accessories,Credit Card,264.4,4,9,0.0,Afternoon
38,13,373.11,12.68883068,2,0,Male,West,Laptop,Cash,793.68,4,17,0.0,Morning
59,10,241.74,25.82604598,1,0,Male,South,Laptop,Net Banking,273.6,3,7,0.0,Evening
30,1,27.01,47.29934598,1,1,Female,North,Laptop,Cash,-91.43,3,5,0.0,Morning
66,2,58.75,44.1250972,3,1,Male,South,Laptop,Cash,119.52,3,19,0.0,Evening
58,7,281.5,21.84980631,2,0,Female,East,Mobile,Credit Card,570.43,4,17,1.0,Evening
34,6,197.42,30.25773992,3,1,Female,West,Laptop,Debit Card,486.76,3,22,0.0,Morning
26,3,144.07,35.59256522,3,0,Female,West,Tablet,UPI,211.14,3,14,1.0,Evening
58,14,230.52,26.9478607,1,0,Male,South,Laptop,UPI,253.52,3,11,0.0,Evening
18,10,326.07,17.39260871,5,1,Male,West,Tablet,Net Banking,1414.02,3,32,0.0,Morning
19,2,70.9,42.91042648,1,0,Male,North,Television,Cash,138.76,4,6,0.0,Morning
65,10,472.07,5.0,2,0,Male,East,Accessories,Net Banking,1178.8,4,14,0.0,Morning
46,4,66.88,43.31178067,1,0,Female,North,Laptop,Credit Card,165.99,3,2,0.0,Afternoon
50,3,105.22,39.47825436,1,0,Female,South,Tablet,Cash,190.59,3,6,0.0,Morning
27,7,314.14,18.58606675,3,0,Male,East,Tablet,UPI,833.26,3,21,0.0,Morning
67,8,187.74,31.22602361,2,0,Female,North,Accessories,Credit Card,442.6,4,13,1.0,Evening
57,2,91.34,40.86595356,1,1,Other,North,Television,Credit Card,90.18,4,10,1.0,Evening
38,10,156.67,34.33348068,2,0,Female,North,Laptop,Net Banking,189.66,4,13,0.0,Evening
45,7,284.45,21.55486159,1,0,Female,East,Tablet,Net Banking,328.93,4,11,0.0,Afternoon
28,8,381.27,11.87282981,1,1,Female,East,Laptop,Debit Card,530.36,3,10,0.0,Afternoon
51,6,228.01,27.19884911,3,0,Male,West,Mobile,UPI,648.54,3,23,1.0,Morning
25,6,182.2,31.78038588,1,0,Female,South,Tablet,UPI,120.85,3,9,1.0,Evening
39,10,165.71,33.42916442,1,0,Female,West,Television,Net Banking,159.74,3,6,0.0,Evening
25,1,47.2,45.27960165,2,0,Female,South,Accessories,UPI,-67.71,3,8,1.0,Evening
66,4,125.84,37.41585288,4,0,Male,East,Tablet,UPI,564.95,4,23,1.0,Afternoon
32,14,224.21,27.57915953,5,0,Male,North,Mobile,Credit Card,728.03,4,28,1.0,Morning
34,1,39.14,46.08562625,1,1,Male,West,Accessories,Cash,-9.93,3,3,1.0,Afternoon
40,4,127.46,37.25427845,2,1,Male,East,Television,Cash,148.97,4,10,0.0,Evening
41,2,38.7,46.12958278,3,1,Female,East,Laptop,Debit Card,135.85,4,15,1.0,Afternoon
62,11,247.49,25.25053534,1,0,Female,East,Laptop,Cash,185.73,4,9,0.0,Morning
36,13,224.34,27.56567404,4,0,Male,West,Tablet,UPI,883.36,3,25,1.0,Morning
22,5,175.5,32.44986306,2,1,Male,East,Accessories,Credit Card,354.84,4,13,0.0,Evening
49,10,367.71,13.22896823,5,0,Female,South,Mobile,Cash,1496.32,4,32,1.0,Afternoon
61,14,457.81,5.0,4,0,Male,South,Mobile,UPI,2281.0,3,27,1.0,Evening
18,9,392.39,10.76128281,5,0,Male,North,Television,UPI,1892.0,4,34,0.0,Evening
40,11,496.49,5.0,5,0,Female,West,Accessories,Net Banking,2335.47,4,24,0.0,Morning
54,12,438.56,6.143775339,1,0,Male,West,Accessories,Net Banking,519.1,4,9,1.0,Evening
25,10,154.46,34.55352321,4,0,Male,West,Laptop,Cash,539.57,3,20,1.0,Evening
30,3,118.0,38.20008861,1,0,Male,West,Television,Net Banking,188.79,3,6,0.0,Morning
25,8,237.04,26.29602193,4,0,Female,West,Television,UPI,801.62,3,27,1.0,Afternoon
40,3,104.38,39.56164643,1,0,Female,East,Television,UPI,205.44,3,11,0.0,Afternoon
60,6,226.31,27.36930736,4,1,Male,East,Accessories,Net Banking,751.21,3,25,1.0,Afternoon
18,4,109.03,39.0966874,3,1,Male,South,Laptop,Credit Card,391.43,3,20,0.0,Morning
62,8,376.79,12.32124186,4,0,Female,West,Television,Net Banking,1420.99,3,23,0.0,Evening
68,11,216.58,28.34196763,3,0,Female,West,Laptop,Credit Card,470.64,3,13,0.0,Afternoon
41,6,231.02,26.89825205,3,0,Female,West,Television,Net Banking,562.04,3,22,1.0,Morning
52,8,121.22,37.87793176,1,0,Female,South,Accessories,UPI,26.19,3,9,0.0,Afternoon
41,1,47.36,45.26372113,1,0,Female,West,Laptop,UPI,72.76,3,6,1.0,Afternoon
34,6,113.63,38.6374132,1,0,Female,West,Tablet,Net Banking,85.04,3,3,0.0,Afternoon
22,1,18.32,48.16790519,1,1,Female,East,Television,Debit Card,38.53,4,12,0.0,Evening
37,1,26.66,47.33447328,1,0,Female,South,Accessories,Credit Card,23.64,3,7,1.0,Morning
38,8,224.6,27.54014399,1,0,Female,East,Laptop,Debit Card,83.69,4,5,0.0,Afternoon
57,7,157.5,34.24964823,4,0,Male,North,Mobile,UPI,543.22,4,25,0.0,Afternoon
48,3,106.44,39.35622256,3,0,Female,West,Accessories,Credit Card,244.21,3,12,0.0,Morning
63,6,183.01,31.69880394,1,0,Female,North,Accessories,Net Banking,176.83,4,11,0.0,Morning
53,9,145.77,35.42346895,1,0,Female,West,Mobile,Credit Card,346.9,4,9,0.0,Morning
28,7,183.31,31.66852447,1,0,Male,North,Mobile,Credit Card,249.01,3,15,0.0,Morning
69,12,520.38,5.0,5,0,Female,East,Tablet,Cash,2593.78,4,32,0.0,Morning
32,3,117.42,38.25813388,1,0,Female,South,Tablet,Credit Card,41.63,3,0,1.0,Evening
36,14,565.19,5.0,5,1,Male,North,Tablet,UPI,2503.74,4,36,0.0,Morning
24,14,552.08,5.0,5,1,Female,East,Accessories,Debit Card,2846.77,4,31,0.0,Afternoon
68,13,336.49,16.35072753,2,0,Female,North,Accessories,Debit Card,777.65,4,20,0.0,Evening
45,6,110.93,38.90705764,1,0,Male,North,Accessories,Net Banking,164.48,4,7,0.0,Afternoon
68,11,269.9,23.01001341,1,0,Male,South,Tablet,Cash,397.22,3,10,0.0,Evening
60,4,176.45,32.3550058,2,0,Female,East,Laptop,Debit Card,378.98,4,11,0.0,Morning
22,14,690.43,5.0,5,0,Female,South,Accessories,Debit Card,3223.17,3,33,0.0,Evening
22,13,419.7,8.029960829,5,0,Male,West,Accessories,Credit Card,1877.12,4,32,0.0,Afternoon
47,3,46.02,45.39814627,2,0,Male,South,Accessories,UPI,20.07,3,9,0.0,Evening
49,9,179.11,32.08858842,1,0,Male,South,Tablet,UPI,226.77,3,4,0.0,Evening
25,10,262.73,23.72717986,2,0,Male,North,Television,Net Banking,402.82,3,10,0.0,Morning
27,2,70.5,42.94990256,1,0,Male,North,Tablet,UPI,-37.41,4,14,1.0,Afternoon
55,1,17.63,48.23717224,1,1,Female,North,Television,Debit Card,-5.13,4,8,0.0,Evening
64,14,672.25,5.0,5,0,Female,East,Tablet,Credit Card,3215.94,4,30,0.0,Afternoon
49,2,55.56,44.44441429,1,0,Female,South,Laptop,UPI,96.46,3,12,0.0,Evening
65,7,328.58,17.14168666,5,1,Male,West,Laptop,Cash,1362.66,3,24,0.0,Afternoon
45,10,423.18,7.681736904,3,0,Female,North,Accessories,Cash,1278.21,4,20,1.0,Afternoon
34,1,41.44,45.85596955,1,1,Male,West,Tablet,Cash,189.13,3,8,0.0,Afternoon
48,6,217.41,28.25888882,1,0,Female,South,Television,UPI,298.07,4,8,0.0,Morning
25,14,517.12,5.0,3,1,Female,South,Television,Credit Card,1755.81,3,21,0.0,Morning
57,7,261.31,23.86892074,3,0,Female,South,Laptop,UPI,849.44,3,22,0.0,Afternoon
42,9,333.05,16.69527631,1,0,Male,West,Accessories,Debit Card,233.88,4,11,0.0,Afternoon
26,14,481.33,5.0,5,0,Female,West,Television,UPI,2251.63,4,25,0.0,Morning
19,8,396.2,10.38040748,5,0,Female,West,Tablet,Cash,1735.62,4,28,0.0,Evening
32,6,243.78,25.62189808,2,0,Female,South,Accessories,Cash,477.49,4,11,0.0,Afternoon
67,3,126.58,37.34206292,3,0,Female,South,Tablet,Credit Card,260.1,3,17,0.0,Afternoon
20,8,364.29,13.57104118,1,1,Female,North,Tablet,Net Banking,424.32,4,7,1.0,Morning
66,7,157.83,34.21682581,5,0,Male,East,Laptop,Cash,553.45,3,29,0.0,Evening
53,3,53.8,44.62005633,1,0,Female,West,Tablet,Cash,104.56,3,1,0.0,Afternoon
21,9,287.11,21.28882525,2,0,Male,East,Mobile,Net Banking,527.59,3,14,1.0,Afternoon
31,12,395.91,10.40861078,1,0,Male,West,Accessories,UPI,428.87,4,14,1.0,Afternoon
58,2,88.04,41.19572754,1,0,Male,West,Mobile,Cash,98.1,3,9,1.0,Afternoon
58,3,91.6,40.84027242,1,0,Female,East,Tablet,Credit Card,49.06,3,9,0.0,Morning
42,2,69.96,43.00402882,1,1,Male,East,Tablet,UPI,25.23,3,2,0.0,Evening
67,13,434.82,6.518272298,3,0,Female,West,Laptop,UPI,1526.08,4,16,0.0,Evening
27,1,16.34,48.36629026,1,0,Female,South,Laptop,Cash,-59.54,3,9,1.0,Afternoon
38,4,146.13,35.38699145,1,0,Female,North,Laptop,UPI,212.09,4,8,0.0,Evening
53,5,219.91,28.0092425,2,0,Female,West,Laptop,UPI,464.97,3,14,0.0,Evening
29,13,266.66,23.33372506,1,0,Female,North,Television,Credit Card,118.44,4,12,1.0,Evening
44,6,214.81,28.51903359,1,0,Male,South,Laptop,UPI,173.8,3,5,1.0,Afternoon
57,5,178.88,32.11181547,3,0,Male,South,Tablet,Cash,194.67,3,14,0.0,Evening
19,1,20.75,47.92535263,5,0,Female,North,Tablet,Cash,275.98,4,25,0.0,Evening
30,3,57.96,44.20363248,1,0,Female,West,Accessories,Net Banking,62.83,4,7,0.0,Afternoon
49,1,49.3,45.0698182,1,1,Male,North,Mobile,Debit Card,188.63,4,2,0.0,Morning
48,11,316.58,18.34181197,2,0,Female,West,Television,Net Banking,813.18,4,14,1.0,Morning
33,5,114.8,38.52011975,1,0,Female,East,Television,Credit Card,78.67,4,7,0.0,Morning
49,5,104.98,39.50182047,1,0,Female,West,Accessories,Credit Card,116.45,4,8,0.0,Morning
49,12,460.39,5.0,5,1,Female,East,Accessories,Cash,2255.41,3,37,1.0,Evening
51,11,399.64,10.03635605,4,0,Female,East,Laptop,Debit Card,1833.2,4,29,0.0,Afternoon
28,13,487.82,5.0,5,1,Male,North,Accessories,Net Banking,2348.0,4,26,0.0,Morning
27,6,108.48,39.15187342,1,0,Male,East,Television,Debit Card,110.63,3,14,0.0,Afternoon
32,8,370.19,12.98103166,5,0,Female,North,Mobile,Cash,1520.77,3,28,1.0,Morning
34,10,286.24,21.37567611,2,0,Male,North,Mobile,UPI,529.87,4,16,0.0,Evening
57,12,311.62,18.83848493,1,0,Male,South,Television,Cash,296.89,4,6,1.0,Afternoon
35,1,31.18,46.88173493,4,0,Female,North,Laptop,Cash,257.43,4,23,0.0,Morning
26,4,114.61,38.53907508,1,0,Male,South,Mobile,Debit Card,309.76,3,6,1.0,Evening
42,10,452.25,5.0,3,0,Male,South,Mobile,Credit Card,1408.38,4,21,0.0,Evening
57,11,522.77,5.0,3,1,Male,North,Laptop,UPI,2058.49,4,27,0.0,Evening
31,1,25.62,47.43791374,5,0,Male,West,Mobile,UPI,185.82,4,24,0.0,Morning
42,9,407.14,9.286022065,5,0,Male,West,Tablet,Credit Card,1828.2,3,32,1.0,Afternoon
67,11,465.89,5.0,5,0,Female,North,Television,Debit Card,2401.95,4,28,0.0,Morning
39,7,333.05,16.69521203,2,0,Female,East,Mobile,Debit Card,647.44,4,20,0.0,Evening
69,7,165.21,33.47911735,5,0,Male,North,Mobile,Credit Card,554.01,3,24,1.0,Evening
47,12,422.32,7.767715695,4,0,Male,East,Laptop,Net Banking,2047.31,3,25,0.0,Morning
37,5,123.05,37.69546977,3,0,Male,West,Mobile,Debit Card,246.05,3,16,1.0,Afternoon
38,7,306.9,19.30968498,3,0,Female,East,Laptop,Credit Card,1145.87,3,19,0.0,Morning
61,12,182.24,31.776384,1,0,Male,North,Television,Net Banking,331.03,4,7,0.0,Afternoon
49,2,69.54,43.04626586,1,1,Other,East,Tablet,Cash,187.96,4,4,1.0,Afternoon
68,14,376.21,12.37903187,3,0,Male,South,Accessories,UPI,1076.03,3,18,0.0,Morning
63,13,341.82,15.81789133,4,0,Female,South,Television,Credit Card,1480.29,3,26,1.0,Afternoon
66,4,150.29,34.97131147,2,0,Male,North,Mobile,Debit Card,349.65,4,14,0.0,Afternoon
38,14,627.23,5.0,5,1,Male,North,Tablet,UPI,3185.78,4,31,0.0,Evening
52,14,508.51,5.0,5,1,Male,North,Accessories,Net Banking,2246.19,4,27,0.0,Evening
49,7,314.03,18.59726202,1,0,Female,West,Accessories,UPI,227.57,4,7,0.0,Evening
47,3,72.78,42.72173033,1,0,Male,West,Mobile,Credit Card,156.49,3,12,0.0,Evening
56,2,66.37,43.36348702,2,0,Male,West,Accessories,Cash,165.53,4,9,0.0,Afternoon
66,10,307.69,19.23122113,5,0,Female,South,Accessories,Net Banking,1288.07,3,25,0.0,Afternoon
29,2,30.82,46.9184857,1,0,Male,East,Television,Net Banking,-86.44,4,0,1.0,Evening
58,13,448.35,5.165047487,4,0,Male,South,Television,Net Banking,2152.81,3,26,0.0,Morning
64,1,38.15,46.18466487,2,0,Female,East,Accessories,UPI,129.17,4,14,1.0,Evening
35,5,178.59,32.14149792,4,0,Female,East,Laptop,Cash,627.53,4,23,1.0,Morning
38,12,489.24,5.0,4,0,Female,North,Mobile,Credit Card,2040.81,4,26,1.0,Morning
30,6,209.98,29.0018699,2,0,Male,North,Laptop,Credit Card,536.87,4,13,0.0,Evening
38,6,104.02,39.59824465,4,0,Male,West,Laptop,UPI,310.87,4,21,1.0,Morning
25,9,171.68,32.83196599,1,0,Male,North,Accessories,Credit Card,40.3,4,10,0.0,Morning
63,4,143.51,35.64935591,1,0,Female,South,Mobile,Credit Card,282.69,3,5,0.0,Evening
57,1,24.62,47.53757283,3,0,Female,South,Laptop,Cash,225.76,3,12,1.0,Afternoon
63,6,106.73,39.32745229,3,0,Other,South,Television,UPI,256.63,3,12,0.0,Morning
24,5,150.18,34.98195199,2,1,Male,North,Television,UPI,386.18,3,11,0.0,Evening
40,10,344.01,15.59870907,2,0,Female,North,Mobile,Net Banking,635.94,3,12,0.0,Afternoon
61,6,159.04,34.09633424,1,0,Male,East,Laptop,Credit Card,140.36,3,9,0.0,Afternoon
49,3,120.65,37.93544613,1,0,Male,East,Tablet,Debit Card,-46.54,3,5,0.0,Afternoon
28,2,75.06,42.49360574,3,0,Female,North,Tablet,Cash,328.51,4,20,1.0,Afternoon
39,6,159.89,34.01081442,1,0,Male,South,Mobile,Cash,5.91,3,5,0.0,Afternoon
39,13,538.47,5.0,5,0,Male,North,Mobile,Debit Card,2566.58,4,29,0.0,Morning
60,1,37.7,46.22956735,1,0,Male,West,Tablet,Net Banking,91.85,3,8,0.0,Afternoon
42,7,261.17,23.88258822,4,0,Female,West,Laptop,Debit Card,986.69,3,27,0.0,Morning
39,7,240.59,25.94102133,1,0,Male,South,Laptop,Debit Card,339.42,3,14,0.0,Evening
45,10,153.99,34.60136162,1,0,Male,West,Accessories,Net Banking,299.72,3,5,0.0,Evening
46,13,511.91,5.0,1,1,Other,North,Mobile,Debit Card,982.58,4,12,0.0,Evening
30,7,197.13,30.28697612,1,0,Male,North,Laptop,Net Banking,318.28,3,7,0.0,Afternoon
35,12,575.9,5.0,5,0,Male,East,Tablet,Credit Card,2610.0,4,35,0.0,Evening
19,11,479.92,5.0,2,1,Female,West,Tablet,Net Banking,981.29,3,13,0.0,Morning
46,10,355.69,14.43069357,5,0,Female,West,Television,UPI,1616.96,4,31,1.0,Morning
38,1,23.83,47.61736306,1,0,Male,West,Laptop,UPI,219.85,3,3,0.0,Afternoon
32,4,88.52,41.14795649,1,1,Female,West,Accessories,Debit Card,51.59,4,8,0.0,Afternoon
69,13,349.88,15.01248989,3,0,Male,South,Accessories,UPI,1296.8,4,21,1.0,Evening
44,7,221.76,27.82408538,1,0,Female,South,Mobile,Net Banking,323.36,3,6,0.0,Afternoon
67,11,278.99,22.10147786,1,0,Male,North,Television,Credit Card,196.16,3,7,1.0,Afternoon
48,9,297.2,20.2797209,1,0,Male,West,Tablet,Net Banking,184.79,3,10,0.0,Evening
32,5,103.94,39.60601755,1,0,Male,East,Tablet,Cash,186.34,4,0,0.0,Afternoon
68,13,639.86,5.0,5,0,Female,North,Mobile,Debit Card,3025.32,4,34,0.0,Morning
40,2,37.55,46.24452812,4,0,Female,North,Accessories,Credit Card,109.17,3,17,0.0,Afternoon
41,7,333.33,16.66736858,3,0,Female,South,Accessories,Debit Card,1035.38,4,20,0.0,Evening
61,10,469.75,5.0,5,0,Female,North,Tablet,Cash,2301.28,4,29,0.0,Morning
30,1,33.39,46.66123831,1,0,Male,East,Mobile,UPI,265.25,4,0,0.0,Evening
39,7,282.6,21.73969834,5,0,Male,West,Laptop,Cash,1195.21,4,25,0.0,Evening
60,6,181.57,31.84298574,1,0,Female,North,Television,UPI,113.27,4,8,0.0,Afternoon
54,7,259.36,24.06415285,1,0,Female,East,Accessories,Debit Card,366.23,4,18,1.0,Evening
50,14,376.88,12.31177907,5,0,Other,South,Accessories,Debit Card,1869.13,3,31,1.0,Morning
20,13,332.03,16.7972646,2,0,Male,South,Accessories,Debit Card,599.8,3,16,0.0,Morning
36,10,352.38,14.76195748,5,0,Male,West,Laptop,Net Banking,1610.29,3,22,0.0,Morning
40,3,97.3,40.26963842,3,0,Male,North,Laptop,Credit Card,298.26,4,19,1.0,Morning
46,3,105.85,39.41486812,1,0,Male,East,Television,Net Banking,156.19,3,11,1.0,Afternoon
47,7,175.23,32.47681576,1,0,Male,South,Accessories,Cash,308.15,3,9,0.0,Evening
56,13,361.97,13.80341865,1,1,Male,East,Tablet,Credit Card,575.12,4,10,0.0,Afternoon
61,2,35.87,46.41271428,1,0,Female,South,Accessories,Debit Card,150.97,3,5,0.0,Morning
64,1,16.83,48.3170327,1,0,Male,South,Television,Debit Card,89.27,3,8,0.0,Afternoon
42,9,214.84,28.51610042,3,0,Male,West,Television,Debit Card,466.29,4,20,1.0,Evening
54,9,158.39,34.16122393,1,0,Female,East,Tablet,UPI,203.69,4,6,0.0,Evening
64,7,130.42,36.95751964,2,0,Male,East,Laptop,Cash,191.43,4,13,0.0,Afternoon
25,7,304.17,19.58325407,4,1,Female,East,Tablet,Net Banking,984.89,4,25,1.0,Evening
59,3,49.08,45.09182618,1,0,Male,South,Television,Cash,135.1,4,8,0.0,Morning
33,10,380.63,11.93700221,5,1,Female,West,Tablet,UPI,1772.37,4,27,0.0,Afternoon
25,2,49.08,45.09209576,1,0,Female,East,Accessories,UPI,127.04,3,2,1.0,Evening
18,11,500.55,5.0,5,1,Female,North,Television,Cash,2425.29,4,29,1.0,Morning
61,7,223.82,27.61768903,1,0,Female,East,Laptop,UPI,204.78,3,3,0.0,Afternoon
22,9,231.26,26.87434153,3,0,Male,South,Laptop,Credit Card,543.23,3,25,0.0,Evening
20,1,33.12,46.68826373,2,0,Male,West,Tablet,Debit Card,-90.62,3,10,0.0,Evening
18,13,368.79,13.12091013,3,0,Female,East,Tablet,Net Banking,1257.21,4,20,1.0,Morning
21,14,486.51,5.0,5,0,Female,East,Tablet,UPI,2448.35,3,27,1.0,Evening
57,4,76.03,42.39653984,1,0,Female,East,Accessories,Net Banking,68.71,4,4,0.0,Afternoon
52,6,299.37,20.06319944,5,0,Male,North,Laptop,Debit Card,1393.71,4,30,0.0,Morning
49,7,209.26,29.073881,2,1,Female,South,Television,Cash,497.56,3,18,0.0,Afternoon
59,10,271.88,22.81192761,3,0,Female,North,Television,Debit Card,900.11,4,24,0.0,Morning
51,7,279.0,22.09985872,1,1,Female,North,Laptop,Net Banking,469.09,4,10,0.0,Evening
60,10,277.36,22.26352077,3,0,Female,South,Tablet,Credit Card,682.55,3,18,0.0,Morning
42,2,88.33,41.16707986,1,0,Other,South,Mobile,Cash,97.25,3,2,0.0,Morning
27,14,432.59,6.740734506,2,0,Male,East,Tablet,UPI,1027.09,3,15,1.0,Afternoon
38,4,160.74,33.92618221,5,0,Male,South,Laptop,Credit Card,544.26,3,27,0.0,Evening
63,5,93.8,40.61956871,1,0,Female,East,Accessories,Debit Card,98.97,4,9,0.0,Afternoon
56,14,624.6,5.0,4,1,Male,North,Tablet,Net Banking,2561.07,4,23,0.0,Afternoon
44,12,489.0,5.0,4,0,Female,East,Television,Net Banking,1880.65,4,24,0.0,Evening
44,1,22.41,47.75899128,1,0,Male,South,Accessories,Net Banking,68.51,3,4,0.0,Morning
19,1,20.09,47.99149897,3,0,Male,East,Laptop,Debit Card,-0.44,4,13,1.0,Afternoon
58,10,260.7,23.92976779,1,1,Male,North,Mobile,Cash,410.75,3,10,1.0,Morning
65,3,147.49,35.25125885,2,0,Male,South,Tablet,UPI,368.39,3,17,1.0,Evening
30,10,239.89,26.01089489,5,0,Male,South,Accessories,Credit Card,971.86,3,34,0.0,Morning
26,3,92.89,40.71066431,1,1,Male,West,Accessories,Debit Card,57.49,3,11,0.0,Evening
69,12,192.61,30.73915052,2,0,Female,East,Television,Net Banking,464.37,3,19,1.0,Evening
53,8,231.22,26.87762917,1,0,Female,East,Tablet,UPI,289.76,3,5,0.0,Morning
39,9,314.97,18.50341951,5,1,Female,East,Mobile,Net Banking,1299.39,3,30,1.0,Evening
59,14,677.03,5.0,5,1,Female,North,Accessories,Debit Card,3106.9,4,25,1.0,Afternoon
43,11,363.94,13.60566227,3,0,Male,North,Television,Net Banking,1145.12,4,21,0.0,Afternoon
29,12,524.03,5.0,3,0,Female,South,Tablet,Debit Card,1942.22,4,24,0.0,Morning
34,1,34.15,46.58505325,1,0,Female,South,Tablet,Net Banking,100.36,3,5,0.0,Afternoon
31,14,229.98,27.00153434,1,0,Male,North,Mobile,Debit Card,246.08,4,8,0.0,Evening
31,11,286.28,21.37218141,5,1,Female,East,Television,Net Banking,1271.46,4,30,1.0,Afternoon
51,2,70.29,42.97115345,1,1,Male,East,Mobile,UPI,204.97,4,2,0.0,Afternoon
37,10,482.71,5.0,5,1,Female,North,Accessories,UPI,2371.02,4,32,0.0,Morning
28,2,90.14,40.98608748,1,0,Male,East,Laptop,Net Banking,63.57,3,7,1.0,Evening
33,4,91.97,40.8030214,1,0,Male,North,Laptop,Net Banking,66.92,4,7,0.0,Afternoon
68,2,45.41,45.45923119,1,0,Male,East,Mobile,Debit Card,35.23,3,2,1.0,Evening
48,7,154.29,34.57126231,1,1,Male,East,Mobile,Debit Card,138.21,3,6,0.0,Morning
23,13,614.74,5.0,5,1,Female,West,Laptop,Debit Card,2934.6,3,26,1.0,Afternoon
36,9,403.59,9.641016177,5,0,Other,South,Accessories,Cash,1905.72,3,31,0.0,Evening
54,7,294.85,20.51535591,3,0,Male,East,Mobile,Net Banking,1026.99,4,21,0.0,Afternoon
21,12,344.95,15.5051252,1,0,Male,East,Accessories,Net Banking,486.58,3,6,0.0,Morning
64,6,195.92,30.40800521,2,0,Male,North,Accessories,Net Banking,307.57,4,14,0.0,Morning
21,10,312.52,18.74838893,1,0,Female,West,Television,Net Banking,228.97,4,11,0.0,Evening
37,1,23.87,47.61310662,1,0,Male,West,Accessories,Debit Card,153.57,3,4,0.0,Afternoon
27,11,359.44,14.05642022,5,1,Female,North,Tablet,Debit Card,1503.26,3,27,1.0,Afternoon
41,10,160.67,33.93262083,1,0,Female,North,Laptop,Cash,40.31,4,1,1.0,Evening
52,9,176.52,32.34797323,1,0,Female,North,Laptop,Debit Card,104.01,4,4,1.0,Morning
43,5,230.15,26.98468207,1,0,Female,East,Mobile,Net Banking,217.71,4,7,1.0,Morning
54,11,454.4,5.0,5,1,Female,North,Mobile,Net Banking,2371.95,4,32,0.0,Afternoon
55,5,149.0,35.09980284,1,0,Female,South,Television,Credit Card,199.68,3,11,0.0,Evening
38,6,198.6,30.13984239,5,0,Female,North,Television,Debit Card,771.14,4,29,0.0,Afternoon
57,9,251.55,24.84503509,3,0,Female,East,Tablet,Credit Card,562.19,4,21,0.0,Morning
56,13,532.05,5.0,5,1,Female,South,Mobile,Net Banking,2684.69,3,27,1.0,Morning
38,8,339.57,16.04275898,3,1,Female,East,Laptop,Debit Card,1144.15,4,26,1.0,Morning
27,8,333.72,16.62801467,4,1,Female,South,Tablet,Net Banking,1386.8,3,30,1.0,Afternoon
55,14,564.08,5.0,2,0,Female,South,Mobile,Credit Card,1141.68,3,21,1.0,Evening
63,8,177.26,32.27387852,1,0,Female,South,Tablet,Credit Card,379.09,4,16,0.0,Afternoon
21,1,26.83,47.31710507,1,0,Male,East,Accessories,UPI,41.55,4,4,1.0,Evening
